"image","xmin","ymin","xmax","ymax","label"
"673dccd3-IMG_6479_jpg.rf.c1109cd52f8a8238e689cb98a8e2e5f2.jpg",243.51097178683384,125.39184952978056,327.77429467084636,228.2131661442006,"2"
"673dccd3-IMG_6479_jpg.rf.c1109cd52f8a8238e689cb98a8e2e5f2.jpg",76.99059561128526,283.38557993730404,143.19749216300937,364.13793103448273,"1"
"673dccd3-IMG_6479_jpg.rf.c1109cd52f8a8238e689cb98a8e2e5f2.jpg",412.0376175548589,238.24451410658304,511.3479623824451,346.5830721003134,"5"
"673dccd3-IMG_6479_jpg.rf.c1109cd52f8a8238e689cb98a8e2e5f2.jpg",313.2288401253918,477.49216300940435,403.00940438871464,581.8181818181818,"10"
"68bcaa2c-IMG_6465_jpg.rf.67585a463d284ec8e690a585aa02f718.jpg",313.4796238244514,260.31347962382443,413.5423197492163,387.2100313479623,"10"
"68bcaa2c-IMG_6465_jpg.rf.90b23ddd1bb9b85c546a13658b485625.jpg",233.98119122257052,264.8275862068965,325.7680250783699,391.7241379310344,"10"
"692cd873-ido_2_jpg.rf.200aa676c9e4c46ade026b516bc4400b.jpg",93.54231974921629,304.95297805642633,288.6520376175548,512.1003134796238,"5"
"692cd873-ido_2_jpg.rf.200aa676c9e4c46ade026b516bc4400b.jpg",325.7680250783699,346.0815047021943,511.3479623824451,545.7053291536049,"10"
"68bcaa2c-IMG_6465_jpg.rf.0175a2a0cc3fc50d235286a27868cd4d.jpg",308.7147335423196,273.85579937304067,408.52664576802493,403.7617554858934,"10"
"692cd873-ido_2_jpg.rf.d7672c383917b9656c5318d53c08df77.jpg",79.49843260188086,155.987460815047,273.60501567398114,362.63322884012535,"5"
"692cd873-ido_2_jpg.rf.d7672c383917b9656c5318d53c08df77.jpg",301.692789968652,76.7398119122257,483.2601880877742,271.84952978056424,"10"
"692cd873-ido_2_jpg.rf.fa0fa349612befa7a05fdb2714dd7027.jpg",101.06583072100312,119.87460815047021,283.13479623824446,316.4890282131661,"10"
"692cd873-ido_2_jpg.rf.fa0fa349612befa7a05fdb2714dd7027.jpg",328.27586206896547,99.81191222570531,520.3761755485892,306.95924764890276,"5"
"6c984ab2-PXL_20240714_101621846_jpg.rf.08840a6781899efce6fc829146fbebdd.jpg",320.2507836990595,222.69592476489026,408.52664576802505,338.5579937304075,"1"
"6c984ab2-PXL_20240714_101621846_jpg.rf.99f8f5185f753ab0a8aeaa33f2b0e030.jpg",324.2633228840125,294.42006269592474,413.0407523510971,411.2852664576802,"1"
"6c984ab2-PXL_20240714_101621846_jpg.rf.10cacfe751c36a19c0424029dfb443c2.jpg",233.98119122257052,217.17868338557992,330.282131661442,333.0407523510971,"1"
"6df72ad1-IMG_3004_JPG.rf.013a60eb0e27bed5d03f3ef4816faf3a.jpg",260.8150470219435,273.8557993730407,388.9655172413792,375.67398119122254,"5"
"6df72ad1-IMG_3004_JPG.rf.64a5b190c40c9c4a693aeddd3692fceb.jpg",249.78056426332287,273.3542319749216,382.9467084639498,375.6739811912225,"5"
"74469165-ido_23_jpg.rf.6335680cb6b393bb8231125ae6b1d611.jpg",447.14733542319743,52.66457680250783,596.6144200626959,271.34796238244513,"5"
"74469165-ido_23_jpg.rf.6335680cb6b393bb8231125ae6b1d611.jpg",97.55485893416926,246.77115987460812,236.48902821316605,443.385579937304,"2"
"74469165-ido_23_jpg.rf.4359626eab2993710d9f1517e5cab565.jpg",57.93103448275861,39.122257053291534,208.9028213166144,254.29467084639498,"5"
"74469165-ido_23_jpg.rf.4359626eab2993710d9f1517e5cab565.jpg",404.0125391849529,260.81504702194354,538.9341692789968,457.9310344827586,"2"
"6df72ad1-IMG_3004_JPG.rf.35044d4574b6e77f41248bec5d335362.jpg",249.02821316614418,264.8275862068965,387.96238244514103,364.63949843260184,"5"
"74469165-ido_23_jpg.rf.64bee93ab0a15e329f0c5d807cae562e.jpg",102.82131661442004,278.3699059561127,241.5047021943572,474.9843260188087,"2"
"74469165-ido_23_jpg.rf.64bee93ab0a15e329f0c5d807cae562e.jpg",408.02507836990594,19.059561128526646,564.012539184953,230.7210031347962,"5"
"74d79f40-PXL_20240714_101559849_jpg.rf.9f2b1d2fc786e101a670e4bd6dbee6ef.jpg",303.54285714285714,127.26856863839285,399.6343191964286,250.14857700892856,"5"
"74d79f40-PXL_20240714_101559849_jpg.rf.9f2b1d2fc786e101a670e4bd6dbee6ef.jpg",144.45714285714286,121.6,233.6,238.44573102678572,"2"
"74d79f40-PXL_20240714_101559849_jpg.rf.9f2b1d2fc786e101a670e4bd6dbee6ef.jpg",148.1142857142857,338.65142299107134,251.154296875,472.50284598214284,"10"
"74d79f40-PXL_20240714_101559849_jpg.rf.9f2b1d2fc786e101a670e4bd6dbee6ef.jpg",325.7599888392857,324.75429687499997,407.68002232142857,430.08002232142854,"1"
"74d79f40-PXL_20240714_101559849_jpg.rf.2ab89b98c035e9f9b10509bb2b1da5c0.jpg",231.40574776785712,126.53715122767856,330.88002232142856,250.14857700892856,"5"
"74d79f40-PXL_20240714_101559849_jpg.rf.2ab89b98c035e9f9b10509bb2b1da5c0.jpg",398.1714285714286,117.02857142857142,486.6742745535714,227.47430245535713,"2"
"74d79f40-PXL_20240714_101559849_jpg.rf.2ab89b98c035e9f9b10509bb2b1da5c0.jpg",236.79999999999998,329.87430245535705,316.9828683035714,431.54285714285703,"1"
"74d79f40-PXL_20240714_101559849_jpg.rf.2ab89b98c035e9f9b10509bb2b1da5c0.jpg",393.05145089285713,328.41143973214287,497.64570312499995,464.45714285714286,"10"
"74d79f40-PXL_20240714_101559849_jpg.rf.519dbd635a8de5474ca83204b954c14a.jpg",200.68571428571428,139.7028599330357,307.47427455357143,261.12000558035714,"5"
"74d79f40-PXL_20240714_101559849_jpg.rf.519dbd635a8de5474ca83204b954c14a.jpg",364.52572544642857,97.28000837053571,457.41713169642856,208.45714285714286,"2"
"74d79f40-PXL_20240714_101559849_jpg.rf.519dbd635a8de5474ca83204b954c14a.jpg",251.88571428571427,332.8,333.0742745535714,438.8571428571429,"1"
"74d79f40-PXL_20240714_101559849_jpg.rf.519dbd635a8de5474ca83204b954c14a.jpg",408.41143973214287,306.4685825892857,511.54285714285714,437.3943080357143,"10"
"75f40b71-IMG_6475_jpg.rf.0e932f3b38e88fbf0cff7a0540e47360.jpg",188.3428571428571,215.77142857142857,334.53716517857134,407.4057477678572,"5"
"75f40b71-IMG_6475_jpg.rf.52a090c3b9fdb12b8c866274ade370ea.jpg",189.71428571428572,235.52000558035712,336,421.3028459821428,"5"
"7783efae-IMG_6472_jpg.rf.17aa620886c27403883376fca607375f.jpg",161.92003348214286,217.96570870535714,278.94860491071427,362.7885881696428,"2"
"7783efae-IMG_6472_jpg.rf.1f2cd8f454e92a5b443b490f496680bb.jpg",362.0571428571428,206.62857142857143,472.04570312500005,359.1314453125,"2"
"7783efae-IMG_6472_jpg.rf.cd2d173e085d61507703b47140d8dc88.jpg",364.52572544642857,220.89143415178572,477.89715401785713,367.1771484375,"2"
"7ef46873-IMG_6494_jpg.rf.2665072c6290159651048b2324687601.jpg",91.70287388392858,249.41715959821428,216.77717633928572,413.9885602678571,"1"
"75f40b71-IMG_6475_jpg.rf.aed451c918bea61fdc444f39ae050358.jpg",188.25145089285715,202.6057198660714,340.38856026785714,394.2400111607143,"5"
"7ef46873-IMG_6494_jpg.rf.e3fb7d853f9c4edf48f1dc1aa0023f66.jpg",421.5771763392857,204.0685825892857,547.3828683035714,379.61143973214286,"1"
"8327edaf-IMG_6473_jpg.rf.2e642ab30bd15635934e536cd0827853.jpg",179.47427455357143,218.5142857142857,322.10284598214287,405.2114397321428,"2"
"7ef46873-IMG_6494_jpg.rf.ff4e21b71ac80042f8e8884631c13592.jpg",101.21143973214285,188.70856584821428,231.40574776785712,350.354296875,"1"
"8327edaf-IMG_6473_jpg.rf.9e0c1678939122706b07f90ce4a58681.jpg",309.6685825892857,227.47430245535713,452.2971540178571,412.52572544642857,"2"
"8327edaf-IMG_6473_jpg.rf.9e6f0ff1dfe463927412b39e3d0e7c30.jpg",311.862890625,220.89143415178572,471.3142857142857,403.0171316964286,"2"
"83373f4f-992E9DF9-EAEE-4D26-8123-CBE2F624BC46_JPG.rf.f0aa97f2484a11078d77ac066ccb7569.jpg",351.0857142857143,220.34285714285713,423.7714285714286,311.5885881696427,"10"
"83373f4f-992E9DF9-EAEE-4D26-8123-CBE2F624BC46_JPG.rf.f0aa97f2484a11078d77ac066ccb7569.jpg",345.50859375,405.2114397321428,418.65145089285716,508.3428571428571,"5"
"83373f4f-992E9DF9-EAEE-4D26-8123-CBE2F624BC46_JPG.rf.f0aa97f2484a11078d77ac066ccb7569.jpg",257.73716517857144,326.94857700892857,314.7885602678572,399.35998883928573,"1"
"83373f4f-992E9DF9-EAEE-4D26-8123-CBE2F624BC46_JPG.rf.d5042641ec917362b6d55872572061c1.jpg",263.58856026785713,237.7142857142857,318.44570312499997,308.6628627232143,"1"
"83373f4f-992E9DF9-EAEE-4D26-8123-CBE2F624BC46_JPG.rf.d5042641ec917362b6d55872572061c1.jpg",354.74285714285713,138.05714285714285,434.01143973214283,242.10287388392857,"5"
"83373f4f-992E9DF9-EAEE-4D26-8123-CBE2F624BC46_JPG.rf.d5042641ec917362b6d55872572061c1.jpg",344.045703125,334.62857142857143,422.30859375,430.81143973214284,"10"
"892f0a66-Image_10_jpg.rf.478c08ce320a2d770dcf39c1af1d14ee.jpg",188.25145089285715,30.719998604910714,289.92003348214286,105.32571149553571,"5"
"892f0a66-Image_10_jpg.rf.478c08ce320a2d770dcf39c1af1d14ee.jpg",177.28002232142856,149.0285714285714,297.96573660714284,231.13144531249998,"5"
"892f0a66-Image_10_jpg.rf.478c08ce320a2d770dcf39c1af1d14ee.jpg",178.74285714285713,272.09143415178573,295.04001116071424,354.0114397321429,"5"
"892f0a66-Image_10_jpg.rf.478c08ce320a2d770dcf39c1af1d14ee.jpg",194.10284598214284,378.87999441964286,311.862890625,462.9943080357143,"5"
"892f0a66-Image_10_jpg.rf.478c08ce320a2d770dcf39c1af1d14ee.jpg",194.10284598214284,511.2685825892857,314.0571428571428,604.1599888392857,"5"
"892f0a66-Image_10_jpg.rf.478c08ce320a2d770dcf39c1af1d14ee.jpg",342.85714285714283,498.83431919642857,457.1428571428571,595.2,"5"
"892f0a66-Image_10_jpg.rf.478c08ce320a2d770dcf39c1af1d14ee.jpg",471.3142857142857,37.30285993303571,570.7886160714286,119.22286551339286,"2"
"892f0a66-Image_10_jpg.rf.478c08ce320a2d770dcf39c1af1d14ee.jpg",491.79430803571427,142.62857142857143,596.3886160714285,223.0857142857143,"2"
"892f0a66-Image_10_jpg.rf.478c08ce320a2d770dcf39c1af1d14ee.jpg",485.2114397321428,252.34285714285713,592.7314732142856,328.41143973214287,"2"
"892f0a66-Image_10_jpg.rf.478c08ce320a2d770dcf39c1af1d14ee.jpg",490.0571428571428,368.64001116071427,603.4285714285713,449.8285714285714,"2"
"892f0a66-Image_10_jpg.rf.478c08ce320a2d770dcf39c1af1d14ee.jpg",499.10859375,476.1599888392857,606.6285714285714,561.0057477678571,"2"
"83373f4f-992E9DF9-EAEE-4D26-8123-CBE2F624BC46_JPG.rf.caabbafee266ba75a4205c4abdf6b2f4.jpg",381.3486049107143,154.3314453125,458.1486049107143,254.5371372767857,"5"
"83373f4f-992E9DF9-EAEE-4D26-8123-CBE2F624BC46_JPG.rf.caabbafee266ba75a4205c4abdf6b2f4.jpg",332.8,347.42857142857144,404.754296875,440.3200334821429,"10"
"83373f4f-992E9DF9-EAEE-4D26-8123-CBE2F624BC46_JPG.rf.caabbafee266ba75a4205c4abdf6b2f4.jpg",269.7142857142857,232.22857142857143,327.954296875,306.4685825892857,"1"
"892f0a66-Image_10_jpg.rf.73e6970ef9f026d41a59d8f0e89f255c.jpg",208.73141741071427,30.719998604910714,328.68571428571425,122.14857700892857,"5"
"892f0a66-Image_10_jpg.rf.73e6970ef9f026d41a59d8f0e89f255c.jpg",356.57142857142856,53.028571428571425,469.85145089285703,142.62857142857143,"5"
"892f0a66-Image_10_jpg.rf.73e6970ef9f026d41a59d8f0e89f255c.jpg",195.56573660714284,174.07999441964284,318.44570312499997,258.92572544642854,"5"
"892f0a66-Image_10_jpg.rf.73e6970ef9f026d41a59d8f0e89f255c.jpg",179.47427455357143,280.1371372767857,297.2343191964286,367.1771484375,"5"
"892f0a66-Image_10_jpg.rf.73e6970ef9f026d41a59d8f0e89f255c.jpg",170.69715401785714,402.2857142857143,288.45714285714286,487.1314174107143,"5"
"892f0a66-Image_10_jpg.rf.73e6970ef9f026d41a59d8f0e89f255c.jpg",166.30859375,524.4343191964285,278.21713169642857,606.3542968749999,"5"
"892f0a66-Image_10_jpg.rf.73e6970ef9f026d41a59d8f0e89f255c.jpg",513.0057477678571,96.54857700892858,621.9886160714285,177.00571986607144,"2"
"892f0a66-Image_10_jpg.rf.73e6970ef9f026d41a59d8f0e89f255c.jpg",495.4514508928571,206.26286272321428,612.4800223214286,288.1828683035714,"2"
"892f0a66-Image_10_jpg.rf.73e6970ef9f026d41a59d8f0e89f255c.jpg",476.43431919642853,322.5600167410714,590.5371651785714,407.4057477678571,"2"
"892f0a66-Image_10_jpg.rf.73e6970ef9f026d41a59d8f0e89f255c.jpg",472.7771763392857,430.81143973214284,589.8056919642856,511.2685825892857,"2"
"892f0a66-Image_10_jpg.rf.73e6970ef9f026d41a59d8f0e89f255c.jpg",449.37142857142857,533.2114397321428,554.6971540178571,610.7428571428571,"2"
"8c1c7ed8-IMG_2968_jpg.rf.b62f4d737123ebd6cfaac9da6d5e8549.jpg",238.72003348214284,286.7200055803571,338.92572544642854,361.3257254464285,"5"
"8c1c7ed8-IMG_2968_jpg.rf.8fb93d57d467c612bc8249121a7df833.jpg",241.64570312499998,285.25714285714287,339.65714285714284,359.8628627232143,"5"
"8c1c7ed8-IMG_2968_jpg.rf.5a77f86eebf0df4dcf96cc7af0b08426.jpg",303.0857142857143,290.3771484375,394.51428571428573,367.1771484375,"5"
"945c6e8b-ido_28_jpg.rf.604f7a91020badb040cca58641da0bfe.jpg",33.92000558035714,212.1142857142857,147.29146205357142,292.57142857142856,"2"
"945c6e8b-ido_28_jpg.rf.604f7a91020badb040cca58641da0bfe.jpg",396.70859375,231.1314453125,528.3657366071428,321.0971540178572,"5"
"945c6e8b-ido_28_jpg.rf.604f7a91020badb040cca58641da0bfe.jpg",61.714285714285715,370.83429129464287,186.78856026785715,455.68002232142857,"10"
"945c6e8b-ido_28_jpg.rf.604f7a91020badb040cca58641da0bfe.jpg",493.7142857142857,362.0571428571428,615.4056919642858,450.55998883928567,"5"
"945c6e8b-ido_28_jpg.rf.604f7a91020badb040cca58641da0bfe.jpg",303.0857142857143,495.1771763392857,423.7714285714286,579.2914620535714,"10"
"945c6e8b-ido_28_jpg.rf.604f7a91020badb040cca58641da0bfe.jpg",77.07430245535714,473.23431919642854,202.14860491071428,561.0057477678571,"5"
"892f0a66-Image_10_jpg.rf.f6fb9e6d78a2f555e2365ca6810e0c85.jpg",179.47427455357143,40.22857142857143,292.845703125,135.31428571428572,"5"
"892f0a66-Image_10_jpg.rf.f6fb9e6d78a2f555e2365ca6810e0c85.jpg",327.2228794642857,40.96000279017857,442.7885602678571,130.92571149553572,"5"
"892f0a66-Image_10_jpg.rf.f6fb9e6d78a2f555e2365ca6810e0c85.jpg",484.57142857142856,58.51428571428571,592,141.16572265624998,"1"
"892f0a66-Image_10_jpg.rf.f6fb9e6d78a2f555e2365ca6810e0c85.jpg",486.4,174.07999441964284,594.92578125,255.2685825892857,"1"
"892f0a66-Image_10_jpg.rf.f6fb9e6d78a2f555e2365ca6810e0c85.jpg",485.9428571428571,288.9142857142857,597.1199776785714,380.34285714285716,"1"
"892f0a66-Image_10_jpg.rf.f6fb9e6d78a2f555e2365ca6810e0c85.jpg",490.33141741071427,400.45714285714286,605.8972098214285,474.69715401785714,"1"
"892f0a66-Image_10_jpg.rf.f6fb9e6d78a2f555e2365ca6810e0c85.jpg",485.2114397321428,503.2228794642857,589.8056919642856,584.4114397321429,"1"
"892f0a66-Image_10_jpg.rf.f6fb9e6d78a2f555e2365ca6810e0c85.jpg",186.05714285714285,180.6628627232143,301.6228794642857,270.62857142857143,"5"
"892f0a66-Image_10_jpg.rf.f6fb9e6d78a2f555e2365ca6810e0c85.jpg",178.01143973214286,291.10856584821425,302.354296875,379.6114397321428,"5"
"892f0a66-Image_10_jpg.rf.f6fb9e6d78a2f555e2365ca6810e0c85.jpg",190.17142857142858,409.5999999999999,306.74285714285713,499.5657366071428,"5"
"892f0a66-Image_10_jpg.rf.f6fb9e6d78a2f555e2365ca6810e0c85.jpg",202.05714285714285,534.8571428571429,311.862890625,618.7885602678572,"5"
"976249aa-IMG_6478_jpg.rf.23b8dbe1420aa102abc3fd07d1921312.jpg",207.2685825892857,71.68000837053572,294.30859375,182.85714285714286,"2"
"976249aa-IMG_6478_jpg.rf.23b8dbe1420aa102abc3fd07d1921312.jpg",409.8742745535714,95.08571428571429,496.9142857142857,214.3085658482143,"5"
"976249aa-IMG_6478_jpg.rf.23b8dbe1420aa102abc3fd07d1921312.jpg",60.25142299107143,335.72572544642856,143.63431919642858,426.4228794642857,"1"
"976249aa-IMG_6478_jpg.rf.23b8dbe1420aa102abc3fd07d1921312.jpg",377.6914620535714,400.09146205357143,465.462890625,509.80574776785716,"10"
"945c6e8b-ido_28_jpg.rf.da94dfdd0abe3b14a75f031392d19cc9.jpg",250.4228794642857,58.51428571428571,369.64570312499995,136.04571707589287,"10"
"945c6e8b-ido_28_jpg.rf.da94dfdd0abe3b14a75f031392d19cc9.jpg",33.188588169642856,150.67430245535715,166.30859375,242.83429129464287,"5"
"945c6e8b-ido_28_jpg.rf.da94dfdd0abe3b14a75f031392d19cc9.jpg",466.19430803571424,108.98285435267857,595.6571428571428,202.6057198660714,"5"
"945c6e8b-ido_28_jpg.rf.da94dfdd0abe3b14a75f031392d19cc9.jpg",461.80574776785716,217.23429129464284,591.2686383928572,299.88571428571424,"10"
